TIME,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,X,Y,Z,PPG,RSP
580,16478,10461,7939,2788,40779,52159,56424,57049,13717,50177,61842,39350,36177,42435,36001,30696,52467,25153,63305,16689,54626,56178,43403,19682,25766,58023,32927,43771,2885,36935,59193,56501,5054,48274,1293,60748,5466,37339,50908,34581,27696,42696,34906,45499,9321,63000,59172,45207,56056,28281,16534,42126,11099,41410,57843,62628,22870,553,863,3020,27712,5719,50656,33081,31392,48408,62700,22863,24983,7272,15503,13947,61691,58825,14521,52314,21832,64804,32670,28399,39405,10251,13860,23014,24240,26764,47369,34164,43450,37456,49071,60538,35426,14040,24115,43353,35733,11635,57047,39722,8963,22273,49822,18157,53046,31040,65082,42705,21036,31168,48592,13791,44938,1831,41661,62826,22871,31583,24073,41203,17397,55608,56511,47020,54982,22633,11017,26017,119,14,177,-0.07154408079279771,0.3623222702730809
600,13191,23883,40960,51651,50634,2602,25056,12398,53300,45979,29193,16107,10939,8783,27596,43796,30195,60183,62892,11872,49198,25169,26998,30294,17120,14828,38310,58724,47676,3560,12064,27568,26907,50154,34088,19638,17132,18669,8319,64090,56034,59553,56308,27087,4688,13666,27635,50320,47722,40575,30573,32463,48150,56655,27925,33711,11494,4929,20985,15146,39583,13736,63057,20760,61674,13246,49741,60309,29684,37084,50875,13229,61832,60848,30973,61853,27384,44741,61540,58885,20473,22651,14092,10856,63997,7541,7578,3854,17883,8636,58176,14468,22261,17537,51103,26801,55506,10353,64983,14102,36579,25205,61184,65308,19335,4403,17369,37907,60341,4823,36617,61720,19142,56488,64576,13532,1922,55991,7410,59202,16855,14740,33576,22973,57265,52860,28637,38009,87,222,69,-0.04384782089734475,0.37310318611064724
620,1606,65344,53864,47789,24507,17822,22065,63151,43288,49081,20312,53328,48750,34180,62396,35229,29404,17065,33292,18229,56460,29141,28801,31455,34998,56767,59566,57034,31264,58609,54692,1428,44518,24857,17077,44618,35786,17610,64301,9333,36435,51551,4394,59636,38237,48098,54840,50783,42668,38013,63902,58664,34987,13460,60543,31446,4038,28497,54882,20104,9991,1270,5957,16602,63031,47562,65487,45010,16282,29533,47327,3856,17024,34285,42250,53086,8505,36030,1506,38143,43692,50193,32797,25188,28190,22048,13743,63375,5202,2534,43742,14039,62324,25045,27560,24599,44490,10149,4826,47175,52406,4155,13228,58958,19550,3454,50752,52943,7550,8223,41794,4340,41195,14941,22354,34295,31827,22033,46526,3101,20042,44304,17349,61389,14984,15277,13716,13492,16,45,127,-0.0512453548640185,0.38371944663392105
640,53751,25771,42626,49852,43384,24609,34521,62070,47513,43435,21216,11360,21176,39668,56075,59410,43259,20874,47596,2466,27198,32549,35755,5583,14063,36193,64643,14927,17691,42869,53312,36135,18871,37130,1164,50755,6290,59767,25316,9628,5755,14049,27850,36201,34141,10000,42190,58635,50487,38633,29951,15540,18368,41420,8705,35599,23614,20854,59603,11270,2225,48108,58209,8517,41536,60235,43571,11991,31671,61471,64677,35469,34827,42405,12444,40738,3792,30232,51188,24299,27660,20422,11047,53535,17640,63799,64251,27013,45065,6752,36843,57963,52017,37442,25019,52600,6671,47822,5464,5165,59295,2986,14318,31137,62629,65389,11622,13142,39704,22179,5481,7319,23445,31532,30752,58135,30131,13601,41644,23268,46031,50745,41432,32196,15309,31469,41485,4425,94,161,120,-0.06678466027359953,0.3941439144278933
660,34782,18036,21960,19899,6010,14689,49617,32339,50600,61891,24160,51273,41696,21981,62650,37037,43767,2525,893,14218,23487,23475,34035,24584,30333,41382,50441,852,17754,1757,52580,30107,20986,31671,52795,10404,60289,19037,19928,36076,64654,49485,47138,28926,62372,2480,26707,28680,31388,24775,19778,26691,57330,28720,55444,59062,29629,54179,50653,53049,53582,45989,30752,30279,3013,31203,60077,4966,33129,60226,57049,5137,20143,40269,9116,30059,53300,53573,55639,62105,33821,45149,25234,45418,44949,62852,17509,62868,13016,12420,46466,27522,12994,55111,64254,39455,20963,23869,30367,36332,5578,3244,37258,17659,2646,63183,63518,38100,32619,30500,62774,25435,5454,47178,57396,65327,9113,29023,58636,57257,51285,62713,45838,42368,371,55098,64332,54632,142,186,23,-0.07672933422000422,0.4042339105503224
680,3137,16402,19489,50698,58597,16922,19112,15165,7454,15368,36170,48291,7432,46548,30954,49165,19806,13308,36226,63160,44175,38656,52772,62935,19602,37854,2449,43326,11253,60563,5118,57525,50734,64784,46480,29974,9222,42810,27562,6089,15042,17785,52039,48826,41151,45780,41224,8262,38513,58792,22704,48714,24638,39031,55126,60499,8506,39638,4830,36905,16275,22345,17361,29961,61830,50044,40229,43018,54880,41904,37344,24170,25773,38798,43800,42246,35227,47500,59767,18229,32387,1193,24156,3128,62798,31511,37372,7291,7033,16303,47663,62106,4976,27261,1202,58516,3492,9071,20942,1240,36041,53478,59984,24397,52360,34633,20528,13995,45848,18815,33112,52454,32599,30579,2303,16933,11298,11909,34290,62996,58414,51536,27154,261,15906,63295,21255,42445,48,51,210,-0.07603489701515742,0.4140280648061754
700,24719,1947,57314,58930,19443,8492,48782,40261,12404,65130,53301,26470,35811,47156,17287,61333,16581,58965,28919,17687,62706,25739,19908,41208,9958,8040,56944,17061,40472,21533,56635,18791,63265,6502,26182,30298,44140,64804,8952,20669,43834,35731,58198,21302,21345,12002,19789,27781,34958,22935,23697,38300,30452,49035,4616,65503,49893,38766,24507,32892,30171,15497,45886,26708,11180,51025,15350,14334,60687,47758,63574,63702,4821,54518,5427,58815,8491,36320,13729,51809,22074,6169,33365,7436,63378,16340,27188,53784,6995,58968,10578,45897,20581,61775,27053,484,63923,2381,36721,31897,13997,59250,42297,27217,57957,57620,2294,55404,58874,40254,41845,23094,25191,32364,54600,25820,54863,18299,36832,1043,12392,5683,37026,6410,4665,60993,13796,1719,156,23,100,-0.06697379180554912,0.42343208001714605
720,21022,63048,60159,10483,21551,13294,6101,59885,49062,24666,8397,52051,46039,37329,10747,51746,64640,25621,29747,21010,60771,56417,63704,9598,53942,34653,33131,11135,34918,25236,21721,56256,6591,20157,43290,42593,7649,40679,18429,28486,398,48870,30150,51183,43466,55423,5240,26854,43511,6837,14495,14265,29693,4049,37526,10557,32963,21185,41874,2363,58936,60702,30408,24516,23006,39817,52013,43769,32776,52412,13601,14069,37896,34089,22276,52567,64578,56940,19966,31449,26925,7959,55625,8267,32895,34605,42574,14682,28274,249,10516,49457,37584,31105,51678,62240,28661,1654,14781,8246,24126,57012,29516,8990,25652,38947,1564,2014,3726,34508,32927,18409,46542,4313,60972,55577,8501,35558,26437,33229,52722,30921,5910,16869,52070,23117,20550,27211,123,74,163,-0.05723134295451303,0.4324092971394355
740,59870,19238,35114,17572,4486,8046,35700,25998,34458,59459,62619,41463,60051,52673,37337,34230,65460,22713,18016,51725,27563,41908,54246,10515,61104,36967,34098,8272,4317,59515,39669,10663,30583,418,55071,40847,58967,34591,59788,38262,52594,17567,39506,64262,51304,4534,52153,52926,1330,997,49306,14031,10551,44102,57372,18350,62168,28166,13413,42296,25507,39394,26748,47161,53759,22668,12728,65375,39354,31083,5222,61993,33786,52357,20484,12700,33349,12409,23674,6329,25323,29960,20410,14347,24181,41508,35655,41707,55658,26813,46216,9964,59761,28218,43673,11113,18917,39402,60502,23296,5094,2708,53689,21391,10734,45858,13527,7576,12074,5465,33258,4362,7972,38458,60998,1924,19566,22431,43988,42124,5027,32858,24446,3694,43602,60843,33739,13598,52,63,53,-0.049916609462928356,0.4408613481465469
760,27404,12020,62978,14765,19148,13304,13116,61291,9709,8366,64420,2004,58367,35415,36070,3451,33622,39884,46555,11529,28295,7942,45502,38782,46534,39865,43247,3243,49888,24349,26907,7746,31519,46540,41138,61633,28681,37173,23878,15008,51918,17263,27849,26234,22480,4633,59296,59778,34622,44106,1243,48662,17477,6725,14795,34979,7027,44300,36491,37233,46692,25309,7162,26787,25774,38614,42971,28587,36475,60653,26632,45877,2546,15041,8612,59262,36599,16570,45524,51156,45870,58839,23246,53003,54697,27178,39114,43035,13548,883,49884,58353,19803,9035,1858,29166,58161,58177,24195,5020,37640,4712,6862,37333,27297,36118,30918,2483,8515,61358,20359,7243,30538,24432,56627,51634,3820,28992,17815,30328,59667,4391,32401,28924,40629,52655,31588,13916,202,25,188,-0.04350936078999111,0.44876032338658284
780,54461,7113,7452,10601,27963,42461,2153,63666,43175,56407,55508,65432,24328,28284,62050,42289,59109,33156,18855,44750,33793,52709,47238,51261,43030,31409,45809,12253,46861,312,21186,21103,20354,27981,29320,40264,18174,59621,24453,26149,23116,5594,51374,41103,19952,23672,14693,53446,38931,19781,28290,25065,587,49222,26483,13991,25323,9054,35506,51820,21484,31214,29725,51161,5691,25925,30357,48466,20858,4810,45143,32182,28874,15794,4302,57208,55148,54159,56500,18280,3002,61328,37540,11974,44241,7124,18968,27603,25399,12715,62925,42525,3737,8810,49948,17823,9262,37551,14644,32998,61099,21637,19788,18187,5696,51230,6186,32890,1357,48243,2693,34939,50924,41771,56624,60471,36596,30040,46259,9091,18022,29738,32190,6275,24098,49999,13092,48454,140,55,167,-0.036991038242342636,0.4560203090169717
800,59848,28371,13452,20924,47148,32285,35073,6087,34422,29404,57952,7843,52863,18468,63738,28648,29959,26210,1374,28091,35425,18435,17309,64136,17486,53753,37911,48369,54056,26925,47291,19660,49011,49518,55274,20677,43174,62305,64308,53308,28328,23280,8016,62768,36049,17411,28419,48758,46635,29549,13051,22223,17041,59304,33566,17931,40661,23121,28846,51807,57705,25738,65490,59648,37070,54209,60546,22554,26362,47497,13224,37245,43333,44698,47868,37870,64478,24439,62792,53428,46358,61180,54515,32225,47133,1518,46765,19463,41999,44990,36737,65520,48870,60018,2834,60187,33377,59127,48811,40146,47013,5120,47317,13994,51215,59580,27832,15122,46116,49847,60175,33339,28327,26967,59460,38439,3035,23224,54248,18401,51444,10381,7135,29771,40513,43712,818,40374,216,207,135,-0.0302107359890866,0.46264591263542726
820,18076,48136,42885,46987,64557,49766,50463,7712,43090,23454,2593,26972,24888,60292,8026,3603,2969,60176,27715,44905,61199,42946,30162,37081,21992,6605,17805,42155,3502,24016,56810,35847,35542,34001,33424,29010,38556,41262,48383,46080,64830,13221,52929,46943,57782,57951,963,49822,2666,27329,5478,33784,48132,9490,47375,5021,59550,3254,25820,24775,23886,57863,46962,52293,15023,13004,27260,1753,2704,27374,48051,44180,21440,6542,23593,36637,58358,33656,62537,2034,44994,28913,60799,57264,27105,40897,5546,61113,6365,55635,30929,7941,7843,45106,16161,15820,24363,22309,61194,39467,43340,10699,58191,30881,7962,52383,2806,60446,13865,63867,61068,28077,32398,62329,49609,16035,13145,16696,62818,33501,10489,30296,4503,20218,9724,24823,14546,19753,47,23,140,-0.02330776144285753,0.46852007920422317
840,62532,54158,63413,21285,52622,44151,13816,10991,15623,34216,60047,14788,22455,27834,19706,28226,17899,14395,6070,58614,44334,42574,23909,6790,24226,3482,9208,3848,49594,37872,46237,20515,38484,42639,19178,15546,51284,26565,32654,50855,51119,55807,21146,46454,39480,35094,28457,21643,30386,8940,55158,44808,20198,20613,27137,4036,5286,61415,52670,26742,29194,1763,34118,3194,47629,51304,63366,12916,54083,26825,65460,55869,25079,52065,11234,24310,34439,12743,14056,16282,58264,4475,14132,49929,40093,47351,14790,9112,47737,13254,27601,51887,5554,35462,31105,11605,21808,28462,20800,26523,37823,23968,63831,18154,26283,16180,61830,31708,27293,63719,8521,525,2366,48143,6350,61339,48878,3383,24621,25960,19870,8196,14678,4612,38740,22039,62318,14956,197,157,130,-0.01684494951779861,0.47361887132231867
860,22299,25210,25816,24572,9771,14540,36507,16282,44243,36088,22326,1275,33889,15136,56315,25247,5954,42387,54309,23140,61293,4770,4393,23629,55487,23577,3044,21819,62617,20776,20019,48695,52138,60890,41872,10555,61881,56837,59986,7230,19339,55094,47970,1251,62709,13947,11363,11322,13595,55940,733,12630,59386,21357,13354,43609,8153,7359,21899,3891,43324,63415,49057,9516,44648,52850,14744,49852,30434,57070,32490,38842,51555,60571,13324,13700,4095,35900,53503,19522,1498,45869,22487,9917,8718,12839,23480,37060,46573,43541,6713,40498,20395,22545,63061,25596,29201,55070,54582,8586,2163,6425,21727,12075,11285,11394,34942,17254,47998,64627,9011,1645,31177,672,53594,18982,57398,40122,61007,53330,30994,54402,3493,25360,61745,42881,38052,31449,37,69,60,-0.011385655218073628,0.47808730192627
880,19081,5112,6383,24073,55485,54910,23999,62755,22363,35598,30504,38623,2041,10867,16262,22964,37680,46226,49966,56863,4425,39468,22042,19740,64821,6669,56303,15510,54674,50491,23034,11491,53604,43816,62775,21740,65525,24240,45534,23203,3364,7758,33243,2498,47125,60721,19733,23702,18852,58780,58788,37406,791,33811,20270,26770,35828,19358,37716,30815,23893,53701,30893,38903,54547,12940,7670,9924,5535,59114,40453,247,24416,49963,17873,34884,23682,38051,36521,31375,7025,62099,8793,28919,17198,38132,24005,32096,14382,28303,50362,8775,28356,19962,42937,5936,12401,20041,64830,55648,18119,43619,22421,11103,35033,45450,49236,48042,25466,34536,14537,46671,46273,51790,32343,8318,1555,65400,8897,5964,60556,32828,10251,21018,35308,43244,34223,13436,114,156,175,-0.007235803178752918,0.4819602083740702
900,57949,56849,33877,31376,8354,7362,50308,46029,30540,17330,35361,46982,57820,9516,2481,5629,7610,3762,61474,3289,33593,62444,16705,6209,64233,27003,20522,35083,26335,2865,52351,30160,33203,57622,47827,40749,43906,43365,9713,1306,37672,1409,49,57369,16630,30982,45315,64584,40652,56913,2681,45929,10816,7007,42043,60003,35724,63098,57017,34681,22378,45034,29243,64996,39737,40815,40845,53944,44891,45511,9360,38913,11799,16015,64227,23951,4296,63490,29476,40400,48288,34971,64153,4614,17802,6897,6166,939,58555,62243,55836,25876,54240,42261,4601,51245,47338,16217,4842,467,40759,624,39911,59847,33911,43291,11234,61184,35371,22446,64215,15281,40811,61357,34557,45288,19372,51399,57270,25817,65394,1317,21336,29901,20489,63644,45590,38644,230,222,19,-0.0047056983416154255,0.48531069769718005
920,21318,56625,28203,12582,13009,29548,17586,29553,41415,10515,19439,59092,59832,63041,8235,63445,21801,34557,4527,62704,63277,53524,29869,30051,27391,30603,26866,42257,21923,49568,39683,48054,41684,42667,14602,20735,12780,31602,17939,24087,46330,26218,64798,22639,1810,29228,20976,31190,40329,7569,29938,34721,54193,22499,51249,5649,41896,4872,59324,1383,63377,58487,62359,12417,16978,56895,12462,1054,61806,50190,54348,58997,19874,588,17099,52406,21802,54939,3286,9555,35662,10345,45057,39535,12760,3537,54380,41445,4774,21169,46544,51158,5933,50420,3329,61780,65517,28143,63045,31723,26877,23757,29977,42084,19287,30092,64202,50774,8271,691,9506,56202,60898,59384,46886,23668,34470,27647,63495,65155,20689,54552,58330,49010,44771,27094,5663,13648,129,44,193,-0.004197015248049932,0.4882811685487298
940,43020,35693,30974,26196,20901,5855,59241,62302,16725,10006,1725,4951,9981,9002,65525,28092,21584,45308,63266,51819,50017,46101,13841,59457,56961,25730,44306,20493,61241,62781,26000,16537,61906,25013,11915,23205,29927,51325,30872,27769,65427,10203,42795,59580,17920,30301,18432,35447,35562,26207,23424,46497,19598,42776,31639,35403,63212,2232,25895,41682,57123,2879,51843,38539,1795,34130,55548,23616,53937,31216,45159,4256,15868,54919,47069,65490,36171,43964,24989,15823,14316,3506,23980,28229,35891,54419,64433,57018,61634,3614,15630,28007,27936,28076,13332,9688,34281,46206,2941,43249,24437,42509,12430,25609,25912,34374,7021,48400,27898,3955,12710,8618,34074,19711,37549,60267,23497,13825,61159,25211,49603,54742,12582,64740,38502,510,2576,61908,152,215,104,-0.006117134213574522,0.490828485346011
960,17600,52202,20153,36804,31782,42914,54415,18820,12763,40119,47395,22210,3628,38321,32206,53875,50275,18409,48811,31586,40463,25077,11524,55875,51221,60483,19332,5261,56310,2360,49194,40994,50094,54836,19892,14998,43458,51003,58676,31024,40729,5006,26890,24602,38914,35478,35529,33668,45270,2866,43658,33086,64586,42980,38462,16393,63624,53462,12956,30592,53801,7115,5850,11125,46535,1738,5548,48598,45381,55870,22966,21479,10075,50266,49494,35599,58527,57839,50333,39860,47821,42337,59780,7886,22701,59193,50673,15383,31438,18559,64980,41689,18704,962,11572,21018,53654,22256,30556,36428,40671,51337,34869,30766,52985,50463,17639,4940,65323,119,58623,42785,49545,15031,11606,27305,14350,17987,36900,56022,7115,20290,40186,10054,17225,49155,7785,64073,240,137,220,-0.010845403965462333,0.4931336657060715
980,48258,40382,60456,31602,952,20944,49557,45485,43168,51439,18601,31966,32697,24372,42252,41641,29740,49299,5724,56483,24696,57165,17515,32696,17381,31859,32282,64237,19157,63902,58373,59845,40276,53821,17826,17387,3740,39149,47658,63232,12386,14655,43335,19785,64966,49171,2701,4887,42752,57580,60218,37428,2374,9272,14697,46042,34718,12963,47945,28789,58387,57412,26397,65338,20250,9318,44452,30843,37345,41653,61271,61866,31992,51176,51610,32722,6712,34611,10079,4911,20541,349,14719,45393,45039,53766,24008,12419,27616,26507,4440,16764,6450,20571,62640,53823,9102,10131,31036,55931,36190,24767,25295,35342,23155,65392,10449,41986,9767,25336,16819,6759,17897,61737,18046,1330,58731,48591,15315,11183,54365,37340,18174,1079,19419,36541,34059,43814,92,73,194,-0.018759749797490802,0.4952834446673347
1000,60466,39823,42949,11793,36450,12891,52940,13531,8479,32995,27064,27170,52301,48266,25633,39607,41429,35465,58026,31159,24400,26000,33851,58195,52282,27480,39076,57600,32325,34691,44381,6058,55759,20165,63185,33133,34696,36684,17619,40414,19545,25166,26468,64529,57840,20992,61124,44126,36877,16673,140,22229,49300,7701,17074,28974,8797,37961,29054,40662,41702,17835,63482,60921,29367,6717,16228,41316,43346,11679,9672,43442,2151,53062,3252,33819,62697,5394,2384,31009,16611,2298,20855,59062,4450,34117,18300,47142,29876,1663,57727,39808,30612,15553,33423,53523,24389,33986,38179,23089,39135,12252,30114,14119,36677,19208,43387,60694,49597,57458,53442,58978,1488,64264,30421,24016,27766,3646,29418,19940,45836,27704,43806,7069,18580,55392,5351,14623,98,66,212,-0.030256438515870003,0.49729972084772506
1020,8043,44717,29392,17032,61718,50302,64927,9112,20199,16415,33806,21579,55446,43623,26329,52265,33279,56262,37172,17605,46856,60736,29949,35803,38988,17456,44768,50236,58370,27115,14627,21818,22613,43985,49295,59299,4845,13213,147,27558,17220,39100,13822,47027,58874,20113,46922,55777,14426,1417,44794,54754,51682,14952,15747,4075,43138,33967,56781,7108,19099,25941,40024,25382,22928,55488,4396,43875,24454,33254,22404,5424,26389,16877,35412,35995,41175,11809,53230,33425,49997,29241,15196,55968,10421,55613,10494,357,38454,61505,47413,17861,64856,6433,37619,27762,5729,28504,6351,17491,48327,3798,41200,46335,61472,18677,35543,38296,47706,49471,22493,63188,5845,47016,49697,17863,38955,32792,32438,40748,1481,51424,34954,4977,50747,22930,23373,1495,41,103,113,-0.04572847408057814,0.4992855037966224
1040,62527,27996,6416,29090,20658,18577,13315,11385,14287,6936,60152,30318,14983,7518,13000,46823,62763,26249,61773,5824,64146,10261,36066,10606,30855,5860,14309,43808,50106,21914,18957,15806,28497,31120,4360,39486,43669,60791,42093,27337,22345,7022,17342,60966,56520,56701,54254,10061,12523,49120,63024,17229,250,54986,13182,49907,38268,36763,21655,33175,45194,46866,22944,3614,16590,52103,34915,11910,15790,9444,62869,56987,31271,2259,30041,26001,10902,37345,3912,64164,43579,3471,52350,30050,36291,38279,39007,14912,17917,51922,36368,14963,25238,49828,28730,51974,41568,16127,40970,48299,119,50806,16659,25795,5845,54790,18601,61131,44450,11270,30176,17085,8837,8085,50891,63902,56775,33850,38423,16901,32895,13602,40590,2882,51644,62861,38821,59806,147,161,75,-0.06518420045175023,0.5012461235363057
1060,57822,28216,36225,20546,24010,54028,59906,9522,57034,58899,57930,27927,39762,6607,47726,64080,57694,7107,30323,56705,46987,20833,3507,8351,27479,23120,14362,34921,35504,15708,33081,41441,31559,3852,62283,13265,36901,25385,7739,46057,26599,15027,6061,44082,49219,7162,51949,42325,50782,57060,42352,26515,31093,61622,27407,27994,44271,11661,33188,36542,2709,49470,32429,11628,42610,37718,3955,38357,42928,6411,27483,35476,26010,2117,45378,40626,36082,12352,51328,5932,54232,57974,54491,53978,28560,31354,24751,22201,32911,45650,836,1778,54435,5396,45828,47907,63613,49137,47998,21840,10863,36072,54850,38003,59243,20274,42792,49307,33667,2682,60543,45847,42630,35200,58728,61747,23726,44,6257,20449,32017,3807,1782,10979,11287,14598,24196,62395,36,91,230,-0.08757072195378167,0.5031985035063633
1080,50568,31489,45874,30659,43387,41575,32800,1618,22591,49500,15191,59740,30264,10308,46253,19110,37585,11263,14179,22313,58768,59431,52616,35890,45942,29152,26270,11809,24827,64407,55369,46442,13687,34127,1390,6831,1257,40684,52397,59640,26573,38713,48420,30700,8969,55729,58324,14467,47180,5456,23950,10795,5544,2210,3970,11746,46966,35188,24109,49322,22556,35158,31564,8811,9501,54522,21966,46046,16946,51841,27704,56998,42313,3318,40376,32779,36484,35238,9157,8049,62993,51697,12926,18593,20933,45678,17917,12983,29028,36792,47437,22556,27966,55869,55408,63290,38852,33449,46208,5084,12847,1142,8578,33063,491,45740,23579,25932,49407,57798,33023,55994,14337,11765,29998,47554,26756,29878,50485,14095,14884,63350,52378,44830,41465,41571,30364,41414,90,37,151,-0.11178047241004398,0.5049460108117957
